,rownames,emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
5898,5899,program analyst,10.0,IL,MORTGAGE,110000.0,Source Verified,10.66,,,,0,,2001,5,40,20,80200,27034,0,1,,0,0,1,10,1.0,20,0.0,0,7,41800,33,19,14,3,100.0,0,1,debt_consolidation,individual,36000,60,11.99,800.62,B,B5,Jan-2018,Current,whole,Cash,33750.9,4133.22,2249.1,1884.12,0.0
5899,5900,clerk,1.0,TX,RENT,34840.0,Source Verified,19.49,,,,0,,1996,0,9,5,33800,26064,0,0,,0,0,0,0,,5,0.0,0,4,33800,9,5,4,0,100.0,0,0,debt_consolidation,individual,4000,36,11.99,132.84,B,B5,Jan-2018,Current,whole,Cash,3526.26,658.87,473.74,185.13,0.0
5901,5902,supervisor ,10.0,NE,MORTGAGE,105000.0,Not Verified,14.46,,,,0,,2001,1,21,10,313825,37401,0,0,,0,0,5,5,7.0,10,0.0,0,1,9800,5,3,1,2,100.0,0,0,debt_consolidation,individual,22000,36,6.71,676.39,A,A3,Mar-2018,Fully Paid,whole,Cash,0.0,22422.9271381586,22000.0,422.93,0.0
5905,5906,manager,7.0,IN,OWN,48000.0,Not Verified,7.38,,,,0,,2003,0,9,5,17200,7701,0,0,,0,0,1,2,22.0,5,0.0,0,3,12200,4,4,3,0,100.0,0,0,debt_consolidation,individual,6000,36,6.72,184.5,A,A3,Jan-2018,Current,whole,Cash,5237.0,920.26,763.0,157.26,0.0
5913,5914,massage therapist,4.0,MA,RENT,45000.0,Source Verified,18.24,,,,0,,1995,0,28,9,46391,18085,0,1,,0,0,2,2,,9,0.0,0,2,17800,19,6,3,1,100.0,0,1,credit_card,individual,10000,36,6.71,307.45,A,A3,Mar-2018,Current,whole,DirectPay,9241.17,918.62,758.83,159.79,0.0
5915,5916,,,CO,RENT,12250.0,Verified,6.18,,,,0,43.0,1999,2,20,9,13800,4589,0,0,43.0,0,0,0,5,4.0,9,0.0,0,2,10800,19,9,2,0,89.5,0,0,other,individual,6000,36,10.91,196.18,B,B4,Jan-2018,Current,fractional,Cash,5235.46,1001.36,764.54,236.82,0.0
5916,5917,guidance counselor,10.0,NY,OWN,100000.0,Not Verified,4.94,,,,0,,1991,0,26,16,73579,17273,0,0,,0,50,0,5,15.0,16,0.0,0,1,16700,20,15,3,0,100.0,0,0,home_improvement,individual,12000,36,7.34,372.4,A,A4,Mar-2018,Fully Paid,whole,Cash,0.0,12144.8525244458,12000.0,144.85,0.0
5920,5921,,,UT,OWN,43000.0,Source Verified,15.94,,,,0,,2001,0,24,10,97602,45678,0,0,,0,0,1,6,14.0,10,0.0,0,1,18300,19,9,2,0,100.0,0,0,vacation,individual,5000,36,7.35,155.19,A,A4,Feb-2018,Current,whole,Cash,4497.14,618.72,502.86,115.86,0.0
5921,5922,administrative support specialist ,3.0,VA,RENT,35000.0,Source Verified,16.34,,,,0,,2008,4,7,4,22473,6460,0,0,,0,0,1,3,6.0,4,0.0,0,0,0,5,3,3,0,100.0,0,0,major_purchase,individual,7000,36,7.97,219.26,A,A5,Jan-2018,Current,fractional,Cash,6124.61,1090.1,875.39,214.71,0.0
5923,5924,estimator,0.0,GA,MORTGAGE,123000.0,Source Verified,15.86,,,,0,,2004,2,18,11,237326,43462,0,0,,0,3915,2,7,1.0,11,0.0,0,2,22600,9,7,3,2,94.4,0,0,home_improvement,individual,20000,36,10.9,653.83,B,B4,Mar-2018,Current,whole,Cash,18570.6,1937.27,1429.4,507.87,0.0
5926,5927,,,PA,OWN,60000.0,Not Verified,8.12,93000.0,Not Verified,10.05,0,,1992,0,30,19,220658,19586,0,0,,0,500,1,2,14.0,19,0.0,0,1,38000,26,17,3,1,100.0,0,0,credit_card,joint,5000,36,7.34,155.17,A,A4,Mar-2018,Current,whole,Cash,4623.95,461.43,376.05,85.38,0.0
5929,5930,paraeducator ,10.0,WA,MORTGAGE,21000.0,Source Verified,7.37,,,,0,,2005,0,6,3,86140,4878,0,0,,0,0,0,0,,3,0.0,0,2,8000,3,2,2,2,100.0,0,0,credit_card,individual,5000,36,7.97,156.62,A,A5,Feb-2018,Current,whole,Cash,2252.25,2822.05,2747.75,74.3,0.0
5930,5931,referral specialist,7.0,NY,OWN,42240.0,Verified,7.78,,,,0,57.0,2006,2,20,9,261021,24643,0,0,,0,0,2,4,10.0,9,0.0,0,6,7700,9,6,6,1,93.8,0,0,credit_card,individual,5000,36,10.9,163.46,B,B4,Mar-2018,Current,whole,Cash,4762.84,320.86,237.16,83.7,0.0
5931,5932,underwriter,8.0,WA,RENT,62000.0,Not Verified,11.15,,,,0,,1993,0,16,9,29494,8350,0,1,,0,0,2,3,18.0,9,0.0,0,3,5500,12,7,5,0,100.0,0,1,medical,individual,4500,36,9.44,144.03,B,B1,Jan-2018,Current,whole,Cash,3948.24,717.79,551.76,166.03,0.0
5932,5933,account representative,2.0,MI,MORTGAGE,75000.0,Verified,10.59,,,,0,42.0,2005,4,17,5,228329,20591,0,2,,0,0,1,4,0.0,5,0.0,0,2,8100,6,3,2,2,93.8,1,1,debt_consolidation,individual,15000,36,10.91,490.45,B,B4,Feb-2018,Current,whole,Cash,13564.27,1943.62,1435.73,507.89,0.0
5947,5948,,,CA,OWN,14000.0,Source Verified,14.41,,,,0,,2012,0,7,5,31200,5517,0,0,,0,0,0,2,,5,0.0,0,4,31200,7,5,4,0,100.0,0,0,home_improvement,individual,3000,36,7.97,93.97,A,A5,Feb-2018,Current,whole,Cash,2700.86,373.22,299.14,74.08,0.0
5952,5953,patient service,7.0,MD,MORTGAGE,80000.0,Not Verified,13.83,,,,0,,1988,1,27,9,97734,44014,0,1,,0,0,1,6,11.0,9,0.0,0,2,9400,20,7,3,4,100.0,0,1,other,individual,4000,36,9.44,128.02,B,B1,Jan-2018,Current,whole,Cash,3509.58,638.0,490.42,147.58,0.0
5959,5960,adjunct faculty,5.0,AZ,RENT,65895.0,Source Verified,16.79,,,,0,25.0,1987,0,13,6,44500,29920,0,0,25.0,0,0,0,0,,6,0.0,0,3,27500,7,6,5,3,69.2,0,0,other,individual,10000,36,9.43,320.01,B,B1,Mar-2018,Current,whole,Cash,9270.01,954.79,729.99,224.8,0.0
5963,5964,accounting shared services coordinator,10.0,OH,OWN,155000.0,Source Verified,18.68,,,,0,,2005,2,31,17,578878,139277,0,0,,0,0,4,5,7.0,17,0.0,0,6,54000,14,11,8,3,100.0,0,0,debt_consolidation,individual,30000,60,10.9,650.78,B,B4,Mar-2018,Current,whole,Cash,28854.82,1934.17,1145.18,788.99,0.0
5964,5965,consultant ,5.0,MO,RENT,120000.0,Source Verified,7.46,,,,0,,2006,3,5,4,52700,22979,0,0,,0,0,1,2,1.0,4,0.0,0,2,42700,3,3,2,0,100.0,0,0,credit_card,individual,15000,60,9.93,318.19,B,B2,Jan-2018,Current,whole,Cash,14013.48,1582.67,986.52,596.15,0.0
5966,5967,,,TX,OWN,14000.0,Verified,14.67,27000.0,,7.6,0,41.0,2002,0,5,4,10200,5153,0,0,,0,0,0,2,,4,0.0,0,3,10200,4,4,3,0,80.0,0,0,credit_card,joint,5300,36,9.93,170.85,B,B2,Feb-2018,Current,whole,DirectPay,4785.68,668.79,514.32,154.47,0.0
5973,5974,,,FL,MORTGAGE,62000.0,Not Verified,11.98,,,,0,,2010,0,12,11,50900,16048,0,0,,0,0,1,3,14.0,11,0.0,0,6,38800,10,10,8,0,100.0,0,0,credit_card,individual,14000,36,6.72,430.49,A,A3,Jan-2018,Current,whole,Cash,12219.72,2139.38,1780.28,359.1,0.0
5974,5975,application manager,10.0,CT,OWN,355000.0,Verified,18.41,,,,0,65.0,2000,4,51,32,857825,254054,0,0,,0,0,11,9,2.0,32,0.0,0,12,108100,23,19,14,6,98.0,0,0,debt_consolidation,individual,24000,60,10.9,520.63,B,B4,Mar-2018,Current,whole,Cash,23083.83,1583.69,916.17,667.52,0.0
5978,5979,,,CT,RENT,18900.0,Not Verified,12.19,,,,0,,1987,1,13,4,20300,8748,0,0,,0,0,0,1,4.0,4,0.0,0,1,17000,12,4,1,1,100.0,0,0,debt_consolidation,individual,10000,60,10.41,214.5,B,B3,Mar-2018,Current,whole,DirectPay,9613.41,660.56,386.59,273.97,0.0
5981,5982,operations analysts / server,2.0,DE,MORTGAGE,55000.0,Not Verified,14.79,,,,0,24.0,2008,2,27,19,239741,62712,0,0,,0,291,10,5,3.0,19,0.0,0,6,13900,9,8,8,1,96.3,0,0,credit_card,individual,6000,36,10.91,196.18,B,B4,Jan-2018,Current,fractional,Cash,5278.86,973.63,721.14,252.49,0.0
5986,5987,ceo team leader,2.0,FL,MORTGAGE,175000.0,Verified,16.58,,,,0,,2008,2,22,19,149061,61675,0,1,,0,0,3,2,3.0,19,0.0,0,4,47500,16,16,5,0,100.0,0,1,home_improvement,individual,34725,36,7.35,1077.78,A,A4,Jan-2018,Current,whole,Cash,31232.72,4296.94,3492.28,804.66,0.0
5987,5988,plant supervisor,7.0,FL,RENT,42000.0,Not Verified,16.2,,,,0,,2003,1,6,4,37208,29670,0,0,,0,0,1,4,2.0,4,0.0,0,1,3700,3,3,2,0,100.0,0,0,small_business,individual,12000,36,9.93,386.82,B,B2,Feb-2018,Current,whole,Cash,10835.57,1534.04,1164.43,369.61,0.0
5989,5990,project accountant,0.0,CA,RENT,46080.0,Not Verified,19.38,,,,0,,2005,0,12,5,41953,21097,0,0,,0,0,3,2,,5,0.0,0,0,0,6,2,1,0,100.0,0,0,debt_consolidation,individual,15000,36,6.07,456.81,A,A2,Mar-2018,Current,whole,Cash,14236.2,908.56,763.8,144.76,0.0
5991,5992,vp operations,5.0,VA,RENT,81000.0,Verified,2.81,,,,0,,2013,2,4,2,4000,1,0,0,,0,0,0,2,3.0,2,0.0,0,1,4000,4,2,1,0,100.0,0,0,debt_consolidation,individual,9000,36,7.97,281.91,A,A5,Jan-2018,Current,whole,Cash,7874.47,1401.58,1125.53,276.05,0.0
5992,5993,auto paint tech,5.0,NC,MORTGAGE,110000.0,Source Verified,19.29,,,,0,,2012,0,20,17,100610,65560,0,0,,0,0,3,6,15.0,17,0.0,0,3,11200,15,14,9,0,100.0,0,0,credit_card,individual,20000,60,10.91,433.96,B,B4,Feb-2018,Current,whole,DirectPay,19236.72,1289.76,763.28,526.48,0.0
5996,5997,driver,0.0,IL,RENT,29120.0,Source Verified,5.11,,,,0,,2013,0,7,5,14500,2850,0,0,,0,0,0,2,14.0,5,0.0,0,1,6700,6,5,3,0,100.0,0,0,other,individual,6000,36,6.71,184.47,A,A3,Mar-2018,Current,whole,Cash,5697.32,364.47,302.68,61.79,0.0
5997,5998,clinical specialist,4.0,CA,RENT,150000.0,Source Verified,15.4,,,,0,27.0,2005,7,23,13,170254,116927,0,0,,0,0,4,6,1.0,13,0.0,0,4,61800,11,9,6,0,100.0,0,0,debt_consolidation,individual,20000,36,5.31,602.21,A,A1,Mar-2018,Current,whole,DirectPay,18452.04,1794.83,1547.96,246.87,0.0
5999,6000,sales,1.0,IL,MORTGAGE,80000.0,Not Verified,15.35,,,,0,67.0,2000,1,16,6,174163,22045,0,1,67.0,0,0,3,3,5.0,6,0.0,0,1,6000,4,2,2,3,93.8,0,1,debt_consolidation,individual,8000,36,6.71,245.96,A,A3,Mar-2018,Current,fractional,Cash,7392.94,731.92,607.06,124.86,0.0
6001,6002,administrator,8.0,CA,RENT,65000.0,Source Verified,18.71,,,,0,,2014,6,11,11,55139,32825,0,0,,0,0,2,10,5.0,11,0.0,0,5,20000,9,9,6,0,100.0,0,0,debt_consolidation,individual,20000,36,10.91,653.93,B,B4,Feb-2018,Current,fractional,Cash,18085.7,2591.48,1914.3,677.18,0.0
6009,6010,owner,10.0,TX,MORTGAGE,190000.0,Not Verified,8.24,,,,0,,1996,1,22,13,276981,45724,0,0,,0,0,3,4,11.0,13,0.0,0,3,42600,15,8,5,2,100.0,0,0,home_improvement,individual,12000,36,5.32,361.38,A,A1,Feb-2018,Current,fractional,Cash,10759.06,1438.43,1240.94,197.49,0.0
6017,6018,special agent,10.0,VA,MORTGAGE,148000.0,Source Verified,14.79,,,,0,29.0,1994,0,44,16,552216,170200,0,0,29.0,0,0,10,4,,16,0.0,0,3,7500,14,5,4,3,81.8,0,0,debt_consolidation,individual,32400,60,9.93,687.29,B,B2,Jan-2018,Current,whole,Cash,30269.12,3391.77,2130.88,1260.89,0.0
6019,6020,designer,4.0,IL,MORTGAGE,60000.0,Source Verified,16.5,120000.0,Source Verified,14.85,0,,2007,0,17,11,314133,47811,0,0,,0,0,4,0,,11,0.0,0,3,29500,5,5,4,1,100.0,0,0,credit_card,joint,36000,60,9.44,755.02,B,B1,Feb-2018,Current,whole,Cash,34090.33,2982.32,1909.67,1072.65,0.0
6028,6029,general manager,3.0,IL,RENT,50000.0,Source Verified,1.8,,,,0,,2014,4,3,3,12050,1575,0,0,,0,0,1,1,3.0,3,0.0,0,1,8300,2,2,1,0,100.0,0,0,debt_consolidation,individual,20000,36,7.35,620.75,A,A4,Feb-2018,Current,whole,Cash,16467.08,3974.83,3532.92,441.91,0.0
6032,6033,admissions coordinator,10.0,FL,RENT,57000.0,Not Verified,16.97,,,,0,,2004,0,22,16,76065,46193,0,0,,0,0,6,5,16.0,16,0.0,0,5,22700,13,9,5,0,100.0,0,0,credit_card,individual,11000,36,6.07,335.0,A,A2,Mar-2018,Current,whole,DirectPay,10157.68,1001.29,842.32,158.97,0.0
6034,6035,,,MT,OWN,59019.0,Not Verified,16.27,,,,0,58.0,1983,4,21,6,200510,50117,0,0,,0,0,2,2,7.0,6,0.0,0,2,19000,10,3,2,4,81.0,0,0,other,individual,5000,36,7.34,155.17,A,A4,Mar-2018,Current,fractional,Cash,4750.06,306.26,249.94,56.32,0.0
6037,6038,inventory supervisor,10.0,MN,MORTGAGE,72000.0,Source Verified,13.68,,,,0,,1986,2,26,13,240627,58354,0,0,,0,0,1,6,5.0,13,0.0,0,5,73600,21,11,7,2,100.0,0,0,other,individual,9000,36,6.08,274.13,A,A2,Jan-2018,Current,whole,Cash,7845.71,1367.61,1154.29,213.32,0.0
6038,6039,,,FL,OWN,48000.0,Not Verified,3.18,,,,0,,2006,0,13,6,17757,5575,0,0,,0,0,0,1,,6,0.0,0,1,10900,12,5,2,0,100.0,0,0,credit_card,individual,5000,36,7.34,155.17,A,A4,Mar-2018,Current,whole,Cash,4623.95,463.47,376.05,87.42,0.0
6040,6041,cfo,2.0,NY,OWN,135000.0,Source Verified,8.81,,,,0,26.0,1999,8,16,8,1016080,95241,0,0,43.0,0,0,5,5,1.0,8,0.0,0,1,3300,3,1,1,5,87.5,0,0,major_purchase,individual,27900,36,9.93,899.34,B,B2,Feb-2018,Current,fractional,Cash,25195.01,3581.97,2704.99,876.98,0.0
6045,6046,transportation operator,2.0,NY,RENT,35000.0,Not Verified,4.87,,,,0,,2003,1,17,9,14700,7043,0,0,,0,744,0,2,7.0,9,0.0,0,4,6500,15,9,6,0,100.0,0,0,other,individual,5000,36,10.42,162.33,B,B3,Jan-2018,Current,whole,Cash,4518.12,646.43,481.88,164.55,0.0
6049,6050,product line manager,10.0,TX,MORTGAGE,195000.0,Source Verified,10.29,,,,0,26.0,1998,1,25,15,780075,45237,0,0,,0,0,2,4,2.0,15,0.0,0,4,111500,18,12,4,3,88.0,0,0,home_improvement,individual,25000,36,5.31,752.76,A,A1,Mar-2018,Current,whole,Cash,23065.06,2250.9,1934.94,315.96,0.0
6050,6051,ground worker,10.0,NC,OWN,31000.0,Not Verified,6.31,,,,0,,2007,0,15,5,10600,3164,0,0,,0,0,0,1,15.0,5,0.0,0,0,1000,13,5,4,0,100.0,0,0,debt_consolidation,individual,6000,36,10.41,194.77,B,B3,Mar-2018,Current,whole,Cash,5568.11,580.84,431.89,148.95,0.0
6051,6052,department head,3.0,NE,RENT,37000.0,Not Verified,16.57,,,,0,27.0,2012,3,14,10,47700,10030,0,0,,0,0,1,3,7.0,10,0.0,0,5,33900,12,9,6,0,92.9,0,0,other,individual,12000,36,9.44,384.06,B,B1,Jan-2018,Current,fractional,Cash,10528.73,1907.71,1471.27,436.44,0.0
6053,6054,financial administrator,2.0,IN,MORTGAGE,99000.0,Source Verified,9.84,,,,0,,2007,4,21,7,122869,69197,0,0,,0,1110,2,5,3.0,7,0.0,0,1,2500,5,4,4,1,100.0,0,0,debt_consolidation,individual,6000,36,10.91,196.18,B,B4,Jan-2018,Current,fractional,Cash,5278.86,977.26,721.14,256.12,0.0
6056,6057,sr sys admin,10.0,CA,MORTGAGE,129000.0,Not Verified,11.14,,,,0,42.0,1982,1,27,13,834299,122571,0,0,42.0,0,0,0,6,6.0,13,0.0,0,6,82500,20,12,7,3,81.5,0,0,other,individual,15000,36,6.07,456.81,A,A2,Mar-2018,Current,whole,Cash,13851.4,1365.37,1148.6,216.77,0.0
6060,6061,,,FL,RENT,67200.0,Not Verified,18.77,,,,0,,1998,1,18,11,60847,41738,0,0,,0,69,1,2,6.0,11,0.0,0,7,21200,15,10,9,0,100.0,0,0,home_improvement,individual,10000,36,10.91,326.97,B,B4,Jan-2018,Current,fractional,Cash,8798.07,1628.8,1201.93,426.87,0.0
6062,6063,crna,4.0,OH,MORTGAGE,254000.0,Not Verified,7.27,,,,0,76.0,1993,0,36,17,422619,60490,0,1,76.0,0,0,9,3,,17,0.0,0,2,20600,12,7,2,2,91.7,1,0,home_improvement,individual,25000,60,9.43,524.2,B,B1,Mar-2018,Current,whole,Cash,24341.94,1035.3,658.06,377.24,0.0
6063,6064,teacher/administrator,10.0,NY,MORTGAGE,135400.0,Verified,17.89,,,,0,,1996,0,30,16,533299,150720,0,0,,0,0,2,2,,16,0.0,0,6,76200,24,12,6,4,100.0,0,0,credit_card,individual,35000,60,10.9,759.25,B,B4,Mar-2018,Current,whole,Cash,34113.32,1497.31,886.68,610.63,0.0
6066,6067,property manager ,1.0,CO,RENT,60000.0,Verified,16.46,,,,0,50.0,2005,1,18,5,186841,32120,0,0,50.0,0,0,1,3,4.0,5,0.0,0,2,24000,5,3,2,6,88.9,0,0,other,individual,15000,36,10.91,490.45,B,B4,Feb-2018,Current,whole,Cash,13564.27,1952.71,1435.73,516.98,0.0
6069,6070,teacher,3.0,DE,OWN,63000.0,Not Verified,11.06,,,,0,,1997,3,11,10,85352,37154,0,0,,0,0,2,6,8.0,10,0.0,0,5,40700,9,8,7,0,100.0,0,0,debt_consolidation,individual,6000,36,6.72,184.5,A,A3,Feb-2018,Current,fractional,Cash,1923.34,4183.52,4076.66,106.86,0.0
6080,6081,director of product development ,5.0,NY,OWN,185000.0,Source Verified,0.0,,,,0,,2000,7,17,3,16100,0,0,0,,0,0,0,0,2.0,3,0.0,0,0,9000,13,3,0,0,100.0,0,0,home_improvement,individual,35000,36,6.08,1066.04,A,A2,Feb-2018,Current,whole,Cash,31418.07,4240.52,3581.93,658.59,0.0
6083,6084,manager,10.0,VA,RENT,61000.0,Not Verified,8.5,,,,0,,2004,1,17,10,60122,9699,0,0,,0,0,1,4,2.0,10,0.0,0,1,13400,14,9,5,0,100.0,0,0,debt_consolidation,individual,31500,60,10.91,683.48,B,B4,Feb-2018,Current,whole,Cash,29889.84,2714.83,1610.16,1104.67,0.0
6094,6095,vp enrollment ,1.0,NY,RENT,198000.0,Not Verified,19.07,,,,0,72.0,1989,0,39,19,534697,248712,0,0,,0,0,11,4,18.0,19,0.0,0,5,46600,16,7,6,5,94.9,0,0,debt_consolidation,individual,2500,36,10.9,81.73,B,B4,Mar-2018,Current,whole,Cash,2321.32,242.16,178.68,63.48,0.0
6095,6096,structure analyst,5.0,CO,RENT,90000.0,Source Verified,19.48,,,,0,,1994,1,14,6,89650,45716,0,0,,0,0,1,2,10.0,6,0.0,0,2,19000,7,5,5,2,100.0,0,0,debt_consolidation,individual,26000,36,6.72,799.49,A,A3,Jan-2018,Current,whole,Cash,22693.73,3987.74,3306.27,681.47,0.0
6099,6100,heavy equipment operator ,2.0,FL,OWN,65000.0,Source Verified,10.87,,,,0,49.0,2000,2,16,6,162371,31106,0,0,49.0,0,100,1,2,6.0,6,0.0,0,1,12000,10,3,3,1,93.8,0,0,debt_consolidation,individual,15000,60,11.99,333.6,B,B5,Feb-2018,Current,whole,Cash,14254.01,1324.41,745.99,578.42,0.0
6100,6101,operations coordinator ,0.0,WI,RENT,32000.0,Verified,5.21,,,,0,,2005,4,18,9,75470,52541,0,0,,0,0,2,8,0.0,9,0.0,0,1,13200,7,7,2,0,100.0,0,0,other,individual,3400,36,9.92,109.59,B,B2,Mar-2018,Current,fractional,Cash,3153.52,326.9,246.48,80.42,0.0
6101,6102,nurse consultant,5.0,MD,MORTGAGE,115000.0,Source Verified,3.21,215000.0,Source Verified,19.72,0,,1999,0,14,6,221207,11691,0,0,,0,0,1,1,,6,0.0,0,1,55400,6,4,1,3,100.0,0,0,credit_card,joint,34100,36,6.72,1048.55,A,A3,Feb-2018,Current,whole,Cash,30640.72,4168.74,3459.28,709.46,0.0
6104,6105,assembler,10.0,MA,MORTGAGE,40000.0,Not Verified,8.04,,,,0,,1980,0,9,4,81300,7604,0,0,,0,0,1,0,,4,0.0,0,2,26300,3,2,2,2,100.0,0,0,home_improvement,individual,3625,36,5.32,109.17,A,A1,Jan-2018,Current,fractional,Cash,3250.12,435.61,374.88,60.73,0.0
6108,6109,sales ,7.0,CT,MORTGAGE,250000.0,Source Verified,4.43,,,,0,,2010,4,25,13,290100,40880,0,0,,0,0,2,7,3.0,13,0.0,0,5,100800,17,10,6,3,100.0,0,0,home_improvement,individual,40000,36,6.07,1218.15,A,A2,Mar-2018,Current,fractional,Cash,36937.11,3627.47,3062.89,564.58,0.0
6109,6110,treasurer,0.0,CA,RENT,35000.0,Source Verified,10.1,60000.0,Source Verified,27.97,0,,2009,0,7,6,37498,5111,0,0,,0,0,1,4,,6,0.0,0,2,24200,5,5,3,0,100.0,0,0,small_business,joint,20000,36,7.35,620.75,A,A4,Jan-2018,Current,whole,Cash,17988.61,2474.83,2011.39,463.44,0.0
6116,6117,,,WA,RENT,68575.0,Not Verified,9.96,137150.0,Not Verified,10.3,0,,2008,0,17,8,47900,26516,0,0,,0,0,1,5,14.0,8,0.0,0,1,6000,10,7,4,2,100.0,0,0,debt_consolidation,joint,15000,36,9.93,483.52,B,B2,Feb-2018,Current,whole,Cash,13544.48,1917.53,1455.52,462.01,0.0
6122,6123,realtor,7.0,CO,RENT,150000.0,Source Verified,18.8,,,,0,,1963,3,15,9,156707,126555,0,1,,0,0,3,3,2.0,9,0.0,0,4,33000,8,6,5,0,100.0,1,0,debt_consolidation,individual,22500,36,5.31,677.49,A,A1,Mar-2018,Current,whole,DirectPay,20758.53,2019.19,1741.47,277.72,0.0
6124,6125,attorney,3.0,VA,RENT,170000.0,Not Verified,19.13,,,,0,,2001,0,28,11,221252,194434,0,0,,0,0,6,2,14.0,11,0.0,0,4,31600,5,5,4,0,100.0,0,0,credit_card,individual,23000,36,7.35,713.86,A,A4,Jan-2018,Current,whole,Cash,20099.76,3559.91,2900.24,659.67,0.0
6132,6133,chemist,1.0,CA,OWN,59000.0,Not Verified,5.26,,,,0,,2010,1,13,10,81024,67407,0,0,,0,0,1,4,11.0,10,0.0,0,6,34000,11,9,6,0,100.0,0,0,credit_card,individual,9500,36,5.32,286.1,A,A1,Feb-2018,Current,whole,DirectPay,8517.55,1116.33,982.45,133.88,0.0
6145,6146,porter ,5.0,NY,RENT,40000.0,Not Verified,7.44,,,,0,,2013,0,5,4,12000,8920,0,0,,0,0,0,1,20.0,4,,0,3,8500,4,4,4,0,100.0,0,0,credit_card,individual,10000,36,10.42,324.65,B,B3,Feb-2018,Current,whole,Cash,9036.27,1292.81,963.73,329.08,0.0
6147,6148,assistant dining room manager,7.0,SD,OWN,62000.0,Not Verified,18.33,,,,0,,1973,0,30,13,41012,20390,0,1,,0,0,2,4,13.0,13,0.0,0,3,13700,21,11,7,1,100.0,0,1,home_improvement,individual,8000,36,9.43,256.01,B,B1,Mar-2018,Current,whole,Cash,7416.0,763.84,584.0,179.84,0.0
6148,6149,accounts receivable,6.0,VA,MORTGAGE,35000.0,Verified,12.52,,,,0,,2000,1,20,11,195105,16947,0,0,,0,0,1,2,5.0,11,0.0,0,1,22600,15,7,2,3,100.0,0,0,debt_consolidation,individual,11200,60,9.93,237.59,B,B2,Feb-2018,Current,whole,Cash,10613.13,944.18,586.87,357.31,0.0
6149,6150,supervisor,10.0,TX,MORTGAGE,125000.0,Not Verified,10.38,,,,0,73.0,2004,0,26,19,283667,36494,0,0,,0,0,9,3,16.0,19,0.0,0,6,32900,15,9,8,1,96.2,0,0,debt_consolidation,individual,20000,60,9.43,419.36,B,B1,Mar-2018,Current,whole,Cash,19207.22,1247.6,792.78,454.82,0.0
6150,6151,truck driver,0.0,CA,RENT,70000.0,Not Verified,14.73,,,,0,46.0,2006,1,11,6,36188,13319,0,0,,0,0,2,1,1.0,6,0.0,0,2,9500,6,4,3,0,90.9,0,0,debt_consolidation,individual,10000,60,11.99,222.4,B,B5,Feb-2018,Current,whole,Cash,9502.67,882.94,497.33,385.61,0.0
6152,6153,learning systems analyst,4.0,NJ,RENT,81000.0,Not Verified,11.04,,,,0,37.0,2007,0,23,5,88228,72068,0,0,37.0,0,0,1,1,,5,0.0,0,4,32400,4,4,4,0,73.9,0,0,credit_card,individual,15000,36,5.31,451.66,A,A1,Feb-2018,Current,whole,DirectPay,13245.96,1977.89,1754.04,223.85,0.0
6159,6160,fire alarm inspector ,0.0,IL,MORTGAGE,56000.0,Not Verified,11.59,97000.0,Not Verified,13.09,0,,2006,1,6,4,43686,5032,0,0,,0,0,1,3,2.0,4,0.0,0,1,10800,4,3,2,0,100.0,0,0,home_improvement,joint,32000,36,6.07,974.52,A,A2,Mar-2018,Current,whole,Cash,29549.69,2912.77,2450.31,462.46,0.0
6162,6163,legal,1.0,PA,MORTGAGE,58000.0,Not Verified,10.35,,,,0,,2004,0,17,11,267900,13037,0,0,,0,0,1,2,,11,0.0,0,3,40300,12,9,5,3,100.0,0,0,other,individual,15000,36,6.08,456.88,A,A2,Feb-2018,Current,whole,Cash,13464.86,1822.45,1535.14,287.31,0.0
6164,6165,quality system specialist ii,0.0,TX,RENT,60000.0,Verified,19.52,,,,0,,2008,1,23,7,64103,57438,0,0,,0,0,2,3,6.0,7,0.0,0,3,11000,8,5,4,0,100.0,0,0,credit_card,individual,12000,36,10.9,392.3,B,B4,Mar-2018,Current,whole,Cash,11142.36,1162.37,857.64,304.73,0.0
6166,6167,,,CA,RENT,120000.0,Not Verified,6.44,,,,0,26.0,2007,3,26,12,44414,12858,0,6,49.0,0,2709,2,12,4.0,12,0.0,0,0,3500,22,10,0,0,90.9,5,1,other,individual,15000,36,9.44,480.08,B,B1,Jan-2018,Current,whole,Cash,13534.5,1912.45,1465.5,446.95,0.0
