emp_title,emp_length,state,homeownership
sales,5.0,OK,OWN
management,5.0,DC,RENT
nurse,10.0,NY,OWN
implemetation specialist,2.0,IL,RENT
program director,10.0,FL,MORTGAGE
order speacailist,10.0,CT,RENT
director special events,6.0,ID,OWN
sales agent,5.0,NY,MORTGAGE
psychology associate senior,10.0,VA,MORTGAGE
captain,9.0,OR,MORTGAGE
registered nurse,5.0,NC,MORTGAGE
seamstress,4.0,OR,RENT
machine operator,4.0,MN,MORTGAGE
stylist,10.0,CA,MORTGAGE
quality assurance lead,10.0,OR,MORTGAGE
,,VA,MORTGAGE
patient care technician,10.0,CT,MORTGAGE
audit ,8.0,OK,OWN
drain tech,10.0,OR,MORTGAGE
realtor,10.0,FL,RENT
pharmacy technician,10.0,CA,MORTGAGE
marketing,5.0,NY,RENT
parole,0.0,TX,MORTGAGE
material coordinator,10.0,CA,RENT
police officer,10.0,NJ,MORTGAGE
ceo,10.0,AZ,MORTGAGE
freight broker,10.0,OR,MORTGAGE
,,CO,RENT
service director,9.0,IL,MORTGAGE
help desk,9.0,PA,RENT
supervisor,3.0,OH,MORTGAGE
it consultant,6.0,OH,RENT
director marketing ,10.0,AZ,MORTGAGE
operator,9.0,TX,MORTGAGE
counselor,10.0,TX,MORTGAGE
electrician,10.0,WA,MORTGAGE
warehouse ,0.0,TN,MORTGAGE
special education teacher,6.0,CA,RENT
supervisor,4.0,AZ,MORTGAGE
member,10.0,MS,MORTGAGE
heavy equipment operated ,4.0,AK,MORTGAGE
dental assistant,10.0,FL,RENT
flight dispatcher ,3.0,TX,MORTGAGE
procurement account manager,1.0,AL,MORTGAGE
driver,10.0,IL,MORTGAGE
nurse manager,10.0,CA,MORTGAGE
teacher,3.0,IL,RENT
,,OH,MORTGAGE
marketing director,1.0,NY,MORTGAGE
truck driver,3.0,AL,OWN
registered nurse,10.0,NY,MORTGAGE
operations management,10.0,TN,MORTGAGE
superintendent,10.0,TN,MORTGAGE
auto body mechanic,10.0,AL,MORTGAGE
vice president,6.0,FL,RENT
director of sales,1.0,AZ,RENT
package handler ,1.0,IN,RENT
clerk,3.0,MN,MORTGAGE
teacher,1.0,CA,RENT
,,MA,MORTGAGE
,,NY,MORTGAGE
pst,10.0,NJ,RENT
manager,3.0,OK,MORTGAGE
lawn care owner,10.0,TN,RENT
material handler,6.0,AZ,MORTGAGE
cardiac sonographer,0.0,NC,MORTGAGE
software engineer,0.0,TX,RENT
district manager,10.0,CA,RENT
cashier,6.0,KY,RENT
driver,10.0,IL,MORTGAGE
repair man,10.0,TN,MORTGAGE
manager,10.0,MI,MORTGAGE
real estate agent ,10.0,GA,MORTGAGE
staff assistant to the dean,7.0,CA,RENT
hr generalist,6.0,AZ,MORTGAGE
director of supply chain operations,4.0,PA,MORTGAGE
program development director,5.0,CA,RENT
nurse,7.0,PA,OWN
owner,10.0,RI,MORTGAGE
dental assistant ,0.0,TX,RENT
distribution associate,5.0,NY,RENT
accounting manager,10.0,TX,MORTGAGE
tree spraying & pruning ,10.0,TX,OWN
hvac tech,7.0,AZ,MORTGAGE
table games dealer,10.0,NM,RENT
,,NY,OWN
logistics ,2.0,TN,RENT
registered nurse ,10.0,NY,RENT
hr consultant/staffing specialist,1.0,NM,MORTGAGE
senior case manager,5.0,FL,RENT
inspector ,4.0,CA,RENT
nurse,10.0,IL,RENT
site superintendent,6.0,NY,RENT
dr reg,5.0,MI,RENT
sales,9.0,NY,RENT
rn,2.0,FL,MORTGAGE
registered nurse,10.0,SC,MORTGAGE
worker in kitchen,10.0,PA,MORTGAGE
avionics technician,3.0,KS,MORTGAGE
sales associate,3.0,NC,OWN
mobile equipment operator,10.0,IN,MORTGAGE
massage therapist,5.0,MA,RENT
analyst,10.0,MD,MORTGAGE
rn,10.0,NJ,MORTGAGE
collection officer ii,10.0,CA,MORTGAGE
site manager,0.0,KS,MORTGAGE
is support,3.0,IL,RENT
school counselor,10.0,AZ,RENT
analyst,10.0,CA,OWN
court reporter,10.0,TX,MORTGAGE
sales representative,10.0,NC,MORTGAGE
phone banker,1.0,ID,MORTGAGE
math teacher,3.0,IL,RENT
senior consultant,6.0,FL,MORTGAGE
relationship manager,1.0,FL,RENT
mep reporting specialist,2.0,NC,MORTGAGE
medical fellow,1.0,IN,MORTGAGE
project manager,10.0,GA,MORTGAGE
associate editor,7.0,MA,RENT
body tech ,5.0,LA,MORTGAGE
border patrol agent,8.0,NY,MORTGAGE
contract manager,1.0,GA,OWN
manager,1.0,MI,MORTGAGE
school crossing guard,4.0,IL,RENT
computer programmer,2.0,UT,MORTGAGE
maintenance ,5.0,NY,RENT
professor,10.0,NY,RENT
driver ,7.0,NC,MORTGAGE
auditor,6.0,GA,MORTGAGE
support manager,9.0,NC,OWN
press operator ,10.0,CA,MORTGAGE
nursing,10.0,CA,RENT
1st grade teacher ,2.0,TN,MORTGAGE
customer service ,0.0,MA,RENT
agent,10.0,MI,MORTGAGE
sales consultant,5.0,RI,MORTGAGE
,,TX,RENT
safety manager,3.0,GA,RENT
nurse,1.0,AR,MORTGAGE
quality supervisor,6.0,NY,OWN
machinist ,4.0,CA,RENT
teacher,10.0,FL,MORTGAGE
coating tech,10.0,TX,MORTGAGE
st john specialist,10.0,VA,RENT
mechanic ,7.0,IL,RENT
real estate broker,10.0,WA,RENT
food service,3.0,NY,RENT
transportation director,10.0,CO,MORTGAGE
teacher,10.0,TX,MORTGAGE
svp,8.0,NY,RENT
engineer,9.0,CA,MORTGAGE
sales manager,10.0,DE,MORTGAGE
senior manager,8.0,OH,MORTGAGE
teacher/coach,5.0,TX,MORTGAGE
engineering project manager,2.0,MO,RENT
executive director,1.0,MD,MORTGAGE
,,SD,OWN
service operations specialist,0.0,CA,RENT
supervisor ,10.0,CO,MORTGAGE
director of construction,10.0,FL,MORTGAGE
cosmetologist colorist,9.0,NY,RENT
sales manager,5.0,GA,RENT
,,NY,RENT
administrator,10.0,OH,MORTGAGE
,,WA,MORTGAGE
construction manager,3.0,MI,OWN
behavioral health unit supervisor,10.0,CA,MORTGAGE
senior collector ,8.0,PA,MORTGAGE
teacher,9.0,FL,RENT
technician,0.0,SC,MORTGAGE
park supervisor 1,10.0,NY,RENT
,,OH,MORTGAGE
project engineer,5.0,CA,RENT
director of nursing assistant,10.0,KY,OWN
signalman,10.0,OH,MORTGAGE
technical information specialist,2.0,WV,MORTGAGE
machinist,7.0,NJ,MORTGAGE
maintenance tech,10.0,CA,RENT
president and ceo,10.0,OK,MORTGAGE
bartender,10.0,NV,MORTGAGE
sales rep,0.0,UT,RENT
medical technologist,2.0,NY,RENT
,,SC,MORTGAGE
,,IL,RENT
radiologist,1.0,NY,RENT
branch manager,2.0,RI,MORTGAGE
server ,6.0,OH,RENT
hts,8.0,OK,OWN
physician assistant,1.0,NY,RENT
account manager ,2.0,NY,RENT
bookkeeper ,3.0,TX,RENT
,,MO,MORTGAGE
life skills intructor,7.0,CT,RENT
teacher,2.0,NJ,OWN
engineer,0.0,OH,RENT
srsupervisor,10.0,NJ,MORTGAGE
patient care liaison/triage tech/lead,5.0,NJ,MORTGAGE
service technician ,0.0,MA,RENT
business analyst,6.0,GA,MORTGAGE
purchasing,10.0,AR,MORTGAGE
pharmacist,2.0,GA,MORTGAGE
foreman,6.0,TX,MORTGAGE
,,CO,RENT
,,NJ,RENT
global project manager,4.0,CA,MORTGAGE
,,AZ,OWN
registered nurse,10.0,MI,MORTGAGE
se,3.0,CA,RENT
president,10.0,FL,MORTGAGE
project manger,10.0,NY,MORTGAGE
technician,4.0,NC,RENT
security ,7.0,IN,OWN
sales,1.0,CA,RENT
engineer,6.0,MI,MORTGAGE
credit directo,10.0,FL,MORTGAGE
senior technical specialist,5.0,NY,RENT
cnc machinist,0.0,PA,MORTGAGE
sales merchandiser,1.0,WV,MORTGAGE
"manager, sales operations",0.0,IL,MORTGAGE
freight coordinator ,3.0,OH,RENT
registered nurse,6.0,NY,RENT
,,TX,OWN
owner,10.0,CA,MORTGAGE
lpn,3.0,NC,RENT
sr research compliance coordinator,4.0,TX,MORTGAGE
,,FL,OWN
property manger,9.0,GA,RENT
early head start teacher,2.0,TX,RENT
nurse practitioner,10.0,MI,MORTGAGE
manager,2.0,PA,MORTGAGE
service manager,7.0,MN,MORTGAGE
stocking ,1.0,TN,RENT
live-in care giver,2.0,SC,MORTGAGE
district manager,10.0,NC,RENT
manager,8.0,CA,RENT
srbusiness system analyst,10.0,TN,MORTGAGE
project coordinator,2.0,CA,MORTGAGE
sales administrator,2.0,WA,RENT
anesthesiologist,2.0,NY,OWN
purchase agent,10.0,CA,OWN
sales,5.0,AR,OWN
owner,10.0,TX,MORTGAGE
manager,10.0,MD,MORTGAGE
health aid,10.0,NY,RENT
nurse practitioner,3.0,VA,OWN
assistant director,10.0,MN,MORTGAGE
warranty administrator ,1.0,IL,RENT
shop foremam,10.0,TX,OWN
aftermarket ,3.0,CO,RENT
fts,10.0,OH,MORTGAGE
credit manager,7.0,TN,RENT
customer service,2.0,CA,OWN
attorney,6.0,MT,MORTGAGE
customer service ,0.0,TN,RENT
teacher,10.0,MI,RENT
marketing ,1.0,FL,MORTGAGE
senior storekeeper,10.0,OH,MORTGAGE
inspection tech,0.0,GA,RENT
specialist,5.0,CO,MORTGAGE
a&d clerk ,5.0,WV,MORTGAGE
postdoctoral researcher ,1.0,CT,RENT
therapist ,3.0,NJ,OWN
glazier ,10.0,NJ,OWN
engineer,1.0,GA,RENT
cardiac sonographer,10.0,CA,MORTGAGE
barista,8.0,AK,RENT
driver,10.0,CA,RENT
administration,2.0,IL,MORTGAGE
,,VA,RENT
accounting ar,10.0,AL,RENT
auto glass technician ,3.0,MI,MORTGAGE
security officer,10.0,MA,RENT
store manager,6.0,TX,RENT
counselor,10.0,TX,MORTGAGE
recruiter ,4.0,MA,MORTGAGE
,,CA,MORTGAGE
area manager,10.0,OK,MORTGAGE
customer delivery director,3.0,TX,MORTGAGE
hr director,5.0,IN,MORTGAGE
military,7.0,MD,MORTGAGE
nursing attendant,3.0,NY,RENT
operation,4.0,WI,MORTGAGE
technical account manager,9.0,CO,OWN
pipelayer/construction laborer,10.0,CA,MORTGAGE
,,CA,RENT
support manager,10.0,SD,RENT
cct,2.0,TX,RENT
construction manager,8.0,NC,MORTGAGE
,,FL,RENT
desk sgt,8.0,MO,MORTGAGE
office manager,10.0,WA,MORTGAGE
cio,10.0,GA,MORTGAGE
barista,3.0,NY,RENT
plating tech,1.0,AZ,RENT
optical manager ,10.0,CA,RENT
"director, quality improvement",9.0,GA,MORTGAGE
service advisor,1.0,CA,RENT
sr teller 3,10.0,AR,OWN
secretary ,2.0,TX,OWN
,,AZ,RENT
welder,1.0,CA,RENT
owner,3.0,CA,MORTGAGE
admin,2.0,NH,RENT
,,CA,MORTGAGE
medical gas verifier,8.0,NH,OWN
sales ,4.0,MO,OWN
hospital police,2.0,NY,RENT
,,OH,MORTGAGE
technician,10.0,TX,MORTGAGE
jewelry consultant,1.0,HI,RENT
operations project analyst,10.0,CA,RENT
supply chain project manager,0.0,NJ,RENT
,,MA,RENT
owner,4.0,NY,MORTGAGE
radiology tech,6.0,PA,RENT
packing,10.0,SD,RENT
offset printing operator,5.0,NY,OWN
sports & recreation director,10.0,CA,RENT
manager,3.0,MA,MORTGAGE
,,CA,MORTGAGE
,,FL,OWN
corporate recruiter,2.0,MN,RENT
police officer,10.0,HI,MORTGAGE
firefighter,10.0,IL,MORTGAGE
management,4.0,NY,MORTGAGE
,,OH,MORTGAGE
sr operations analyst,4.0,WA,RENT
dentist,2.0,FL,RENT
owner,10.0,OH,RENT
office manager,0.0,KS,OWN
stocker,10.0,OH,MORTGAGE
,,NM,OWN
dental hygienist,3.0,NJ,RENT
electronic technician ,10.0,VA,MORTGAGE
field tech ,4.0,CA,RENT
rn,5.0,IL,OWN
artistic associate,8.0,CT,RENT
foreman,0.0,AZ,MORTGAGE
car inspector,6.0,NJ,RENT
director,10.0,CA,MORTGAGE
territory manager,3.0,CA,RENT
it manager,10.0,WA,MORTGAGE
product specialist,10.0,WI,MORTGAGE
teachers aide,10.0,NY,RENT
application analyst,5.0,CO,OWN
attorney,10.0,CA,OWN
branch manager,1.0,IL,RENT
clinical supervisor/behavior analyst,5.0,CA,RENT
accountant,4.0,PA,OWN
,,CA,MORTGAGE
,,FL,OWN
marketing supervisor ,5.0,NY,RENT
vp of sales,10.0,MD,MORTGAGE
pharmacy manager,5.0,FL,MORTGAGE
cep,5.0,MD,RENT
musician,10.0,RI,RENT
production scheduler,7.0,NH,MORTGAGE
,,NJ,MORTGAGE
property manager,10.0,CA,RENT
faculty,3.0,SC,MORTGAGE
owner,9.0,FL,RENT
operator,2.0,NY,OWN
owner,9.0,AL,MORTGAGE
teacher,10.0,CA,MORTGAGE
property adjuster,10.0,CA,RENT
teacher,10.0,FL,MORTGAGE
sales person,2.0,VA,RENT
supervisor ,10.0,OH,RENT
product manager,3.0,OK,MORTGAGE
security gard,2.0,FL,RENT
director of sales operations,7.0,IL,MORTGAGE
warehouse supervisor,10.0,IL,MORTGAGE
,,MD,MORTGAGE
,,NY,OWN
distribution manager,6.0,MO,MORTGAGE
bank regulator,10.0,TX,MORTGAGE
tax manager,5.0,CO,MORTGAGE
foreman/supervisor,4.0,MI,MORTGAGE
,,KY,RENT
manager,10.0,NY,OWN
registered nurse mgr,10.0,CA,OWN
head caretaker ,7.0,NY,MORTGAGE
senior director of operations ,0.0,TX,RENT
police officer,10.0,OH,RENT
senior team leader,10.0,AL,RENT
driver,1.0,CA,MORTGAGE
executive assistant,4.0,NY,RENT
"loan administrator, avp",1.0,LA,MORTGAGE
network administrator,4.0,AZ,MORTGAGE
community housing coordinator,10.0,OH,RENT
social worker ,4.0,AL,RENT
administrative assistant,5.0,NV,MORTGAGE
preschool teacher,0.0,OH,MORTGAGE
,,GA,RENT
systems engineer,4.0,TN,MORTGAGE
student services coordinator,4.0,NM,RENT
stocker,10.0,TN,RENT
creative director,3.0,NY,OWN
aircraft mechsnic,10.0,TX,MORTGAGE
manager,8.0,NE,MORTGAGE
correctional officer,10.0,OK,MORTGAGE
customer service,3.0,CA,MORTGAGE
professor assistant,9.0,IN,RENT
qa control,6.0,WI,OWN
,,MI,OWN
product manager,10.0,MI,RENT
welder,4.0,MI,MORTGAGE
office manager,10.0,VA,RENT
,,SC,MORTGAGE
fork lift operator,10.0,CA,MORTGAGE
,,OH,MORTGAGE
manager ,7.0,NM,MORTGAGE
insurance agent,4.0,FL,RENT
accounting clerk,5.0,PA,MORTGAGE
hr special projects manager,10.0,TN,MORTGAGE
administrative assistant,10.0,WA,MORTGAGE
,,NM,OWN
administrative,8.0,NY,RENT
attorney,9.0,CA,RENT
porter,2.0,NY,RENT
police officer,10.0,MI,MORTGAGE
operations manager,10.0,AZ,MORTGAGE
,,CA,MORTGAGE
sales associate ,1.0,CA,RENT
regional account manager ,10.0,MA,MORTGAGE
pm,10.0,SC,MORTGAGE
occupational therapist,10.0,MD,MORTGAGE
analyst,2.0,MO,RENT
,,AR,OWN
partner,1.0,NY,RENT
retail sales consultant,4.0,NY,RENT
emergency technician ,10.0,CA,MORTGAGE
mechanic,7.0,MN,OWN
driver,1.0,IL,RENT
accountant,2.0,TX,RENT
,,CO,MORTGAGE
,,MO,OWN
nurse practitioner,2.0,OH,MORTGAGE
rn,2.0,KY,MORTGAGE
maintenance manager,10.0,IN,MORTGAGE
coding manager,9.0,LA,RENT
audit manager,7.0,OH,OWN
benefits adminsitrator,8.0,VA,MORTGAGE
material handler,10.0,OH,OWN
table games dealer,2.0,CA,RENT
,,SC,MORTGAGE
medical coder,2.0,CA,RENT
security officer,8.0,PA,MORTGAGE
ceo,10.0,AZ,MORTGAGE
allied health division chair,10.0,AR,OWN
financial service representative,0.0,IL,RENT
bus driver,3.0,FL,RENT
senior planner,2.0,OR,RENT
caregiver,2.0,WI,RENT
,,KS,OWN
administrative assistant,4.0,FL,OWN
,,TX,MORTGAGE
sales,4.0,TX,MORTGAGE
juvenile institutional officer ,10.0,CA,RENT
cad technician,10.0,VA,RENT
first lieutenant,3.0,SC,RENT
corrective maintain tech,10.0,TN,MORTGAGE
,,AZ,MORTGAGE
operations manager,7.0,CA,MORTGAGE
fnp ,6.0,LA,RENT
evs,3.0,OH,RENT
oil operator ,3.0,FL,MORTGAGE
stylist,10.0,CA,RENT
government affairs director,3.0,VA,RENT
sales manager,4.0,TN,MORTGAGE
senior logistics analyst,1.0,VA,RENT
"assistant director, budget & finance",0.0,TN,MORTGAGE
teacher,10.0,MT,RENT
coordinator ,2.0,FL,OWN
security engineer,3.0,GA,MORTGAGE
power operations coordinator ,10.0,AR,MORTGAGE
security ,1.0,TN,RENT
owner,10.0,CA,OWN
sales,10.0,CA,MORTGAGE
sales supervisor,4.0,FL,MORTGAGE
cleaner,10.0,NY,RENT
operator,10.0,MO,MORTGAGE
district manager,4.0,IL,OWN
project coordinator ,3.0,CA,RENT
merchandise ,5.0,NY,RENT
owner,0.0,FL,MORTGAGE
security officer,1.0,IL,RENT
labor ,9.0,AR,MORTGAGE
parts manager,5.0,WV,RENT
biostatistician/epidemiologist,10.0,MS,RENT
branch manager,3.0,FL,MORTGAGE
,,TX,OWN
,,MO,MORTGAGE
claims specialist,10.0,MS,MORTGAGE
food server,7.0,NV,RENT
front end engineer,0.0,GA,RENT
it application architect,5.0,TX,RENT
district conservationist,10.0,MD,MORTGAGE
associate professor,9.0,MO,MORTGAGE
certifying scientist,10.0,NC,MORTGAGE
delivery driver,0.0,MN,RENT
store manager,4.0,IN,MORTGAGE
,,DC,MORTGAGE
,,PA,MORTGAGE
attorney at law,8.0,CA,RENT
director of detention services,10.0,NC,MORTGAGE
,,WI,OWN
production artist/retoucher,1.0,WA,RENT
credit administrator,10.0,SC,MORTGAGE
aro,10.0,NY,OWN
analyst,2.0,KY,MORTGAGE
sales & marketing,3.0,PA,MORTGAGE
registered nurse,10.0,WA,MORTGAGE
shop forman ,6.0,TX,MORTGAGE
towtruck driver,10.0,AZ,RENT
sr software engineer,10.0,MN,MORTGAGE
field foreman ,10.0,LA,OWN
vice president ,6.0,NY,RENT
msg,10.0,NC,MORTGAGE
shipping supervisor,2.0,PA,MORTGAGE
human resources,2.0,VA,MORTGAGE
materials specialist ii,10.0,CA,MORTGAGE
owner,1.0,AZ,MORTGAGE
business manager,10.0,MO,MORTGAGE
executive assistant ,0.0,TX,RENT
sr loan processor ,6.0,OH,OWN
accountant,10.0,TX,MORTGAGE
claims customer service,10.0,TX,OWN
avp of edi,9.0,CA,MORTGAGE
owner,10.0,WY,RENT
teacher,10.0,GA,RENT
administrator,10.0,VA,RENT
nurse,0.0,MN,RENT
networks,10.0,NY,RENT
distribution,8.0,GA,MORTGAGE
program analyst,2.0,OR,MORTGAGE
,,NC,MORTGAGE
billing specialist,2.0,KY,MORTGAGE
area director of sales,4.0,NY,RENT
films clerk,10.0,TX,MORTGAGE
managing director,4.0,WY,MORTGAGE
,,NY,MORTGAGE
pharmacy tech,5.0,WI,MORTGAGE
,,CA,OWN
sales representative t,6.0,FL,OWN
rn,5.0,NH,RENT
workforce development consultant,0.0,NY,MORTGAGE
instructor,9.0,FL,MORTGAGE
office manager,5.0,WA,MORTGAGE
tool maker ,10.0,CT,RENT
deputy warden,10.0,OK,MORTGAGE
coordinator of admission ,8.0,NC,OWN
national sales ,3.0,NE,RENT
resource specialist/program manager,3.0,CA,RENT
registered nurse,1.0,KS,MORTGAGE
health assistant,2.0,AZ,RENT
teacher,9.0,TN,MORTGAGE
dealer,0.0,NY,OWN
contractor,10.0,CA,RENT
technician ,7.0,NY,MORTGAGE
driver,1.0,MO,RENT
,,NY,MORTGAGE
quality assurance engineer,2.0,CA,RENT
process analyst,10.0,SD,MORTGAGE
teacher,10.0,MD,OWN
forklift operator,4.0,CA,MORTGAGE
crane operator,6.0,PA,RENT
sr buyer,10.0,TX,MORTGAGE
rural carrier,10.0,MS,OWN
owner ,6.0,MO,MORTGAGE
chief estimator,7.0,CA,RENT
patent examiner,10.0,SC,MORTGAGE
registered nurse,7.0,CA,RENT
,,NY,OWN
systems analyst,6.0,CT,RENT
cip compliance specialist,5.0,OR,RENT
area operation supervisor,1.0,OR,MORTGAGE
residential assistant manager,4.0,NC,MORTGAGE
captain,10.0,CA,MORTGAGE
bridge tender,3.0,FL,MORTGAGE
teacher,10.0,MN,MORTGAGE
registered nurse,1.0,ID,RENT
postdoctoral research associate,2.0,IL,RENT
laborer,0.0,AR,MORTGAGE
program analyst,10.0,MD,RENT
cook,2.0,NV,MORTGAGE
secretary ,4.0,NY,OWN
owner,10.0,AZ,RENT
general manager,0.0,DC,MORTGAGE
marketing manager,2.0,WA,MORTGAGE
student services senior professional,2.0,CO,RENT
assistant manager,3.0,AZ,RENT
it specialist,10.0,GA,MORTGAGE
executive director,1.0,FL,MORTGAGE
registered nurse,10.0,SD,MORTGAGE
chef,10.0,MA,RENT
tech,2.0,MO,MORTGAGE
nurse,10.0,OH,OWN
,,AZ,MORTGAGE
solution architect,4.0,FL,MORTGAGE
ux development manager,5.0,MI,MORTGAGE
contract manager,10.0,GA,MORTGAGE
head pressman,10.0,KY,OWN
office manager,7.0,FL,RENT
irb coordinaor,10.0,TX,OWN
owner,6.0,FL,MORTGAGE
laborer,1.0,NC,RENT
customer service,6.0,OH,MORTGAGE
carpenter,9.0,MO,MORTGAGE
teacher,5.0,MA,MORTGAGE
,,MS,OWN
surgical tech,2.0,FL,OWN
coverage partner,10.0,TX,OWN
district hr mgr,10.0,CA,MORTGAGE
admissions counselor,0.0,OH,MORTGAGE
foreman,4.0,LA,MORTGAGE
vice president,6.0,CA,RENT
driver,10.0,WV,RENT
customer resolution manager ,10.0,NH,MORTGAGE
director of information services,10.0,NC,OWN
,,NY,MORTGAGE
financial advisor,2.0,LA,MORTGAGE
pilot,4.0,CT,MORTGAGE
hotel manager,4.0,IN,OWN
,10.0,MD,MORTGAGE
care giver,3.0,NY,OWN
qc manager,10.0,RI,OWN
strategic procurement sourcing mgr,2.0,MA,MORTGAGE
line driver,1.0,UT,MORTGAGE
owner,10.0,MS,OWN
plant manager,10.0,OH,RENT
,,CA,RENT
manager,10.0,CA,MORTGAGE
loader,5.0,WA,RENT
,,TX,OWN
parent partner,10.0,CA,RENT
software engineer,3.0,KS,RENT
dist computer tech,4.0,TX,MORTGAGE
operation manager,4.0,CA,RENT
rn,10.0,NY,MORTGAGE
truck driver ,1.0,DE,RENT
police,9.0,NY,MORTGAGE
rn,0.0,KY,RENT
sales,6.0,NY,RENT
associate auditor ,1.0,NJ,MORTGAGE
captain,10.0,NY,MORTGAGE
house manager,0.0,NJ,RENT
director of engineering,5.0,FL,MORTGAGE
city carrier,10.0,CA,MORTGAGE
registered nurse ,2.0,FL,RENT
general manager,5.0,CA,RENT
mc,2.0,MA,MORTGAGE
sales and support generalist,3.0,NY,RENT
shipping,4.0,MO,OWN
sr toll collector ,10.0,IL,MORTGAGE
owner,10.0,NJ,MORTGAGE
employee,3.0,FL,MORTGAGE
network administrator,1.0,FL,RENT
production,10.0,NC,OWN
kindergarten teacher,9.0,SC,MORTGAGE
partner,10.0,KY,MORTGAGE
direct staff ,0.0,CA,RENT
driver,10.0,MA,RENT
teacher assistent,3.0,CA,RENT
meat cutter,10.0,TN,MORTGAGE
dentist,3.0,TX,RENT
emergency medical technician,3.0,CA,RENT
physician assistant,1.0,MI,MORTGAGE
relationship banker ,1.0,OH,MORTGAGE
technician,10.0,GA,RENT
operation manager,10.0,GA,OWN
constituent services representative,10.0,TX,MORTGAGE
senior engineer,10.0,KS,MORTGAGE
,,PA,OWN
assistant parts manager,10.0,CA,RENT
physical therapist,10.0,CA,MORTGAGE
,,CO,MORTGAGE
teacher/coach,9.0,TX,MORTGAGE
recruiter,10.0,MT,MORTGAGE
data analyst ii,1.0,CA,RENT
registered nurse ,0.0,TX,RENT
office manager,2.0,FL,MORTGAGE
owner,10.0,TX,OWN
nuclear medicine ,4.0,TX,RENT
teacher,9.0,MA,RENT
teacher,10.0,CA,MORTGAGE
gis analyst,2.0,SC,RENT
para transit specialist,10.0,DE,MORTGAGE
firefighter ,10.0,TX,RENT
legal asst,10.0,NY,MORTGAGE
sr mech spec,10.0,TX,MORTGAGE
plumber ,10.0,MI,MORTGAGE
aviation analyst ,5.0,AL,MORTGAGE
cna,2.0,IN,OWN
cnc operator,10.0,IL,RENT
technology consultant iv,6.0,TX,MORTGAGE
development,3.0,CA,RENT
zone manager,3.0,IL,MORTGAGE
pension ananlyst,10.0,MD,OWN
,,PA,MORTGAGE
owner,10.0,OH,MORTGAGE
registered nurse ,10.0,NY,OWN
director of pupil services,5.0,OH,MORTGAGE
factory,10.0,TX,MORTGAGE
,,PA,MORTGAGE
truck driver,3.0,CA,RENT
flight medic,5.0,PA,MORTGAGE
financial analyst,10.0,MA,MORTGAGE
software engineer,7.0,WA,RENT
administrative assistant ,0.0,FL,RENT
it student supervisor,6.0,CO,MORTGAGE
supply specialist ,10.0,TX,MORTGAGE
hospitality services manager,1.0,CA,RENT
physician assistant,1.0,MN,RENT
housekeeper,1.0,FL,RENT
driver,10.0,CA,RENT
owner,5.0,CA,RENT
owner/operator,7.0,MO,OWN
senior assistant manager ,2.0,IL,OWN
regional sales manager,10.0,SC,RENT
owner,10.0,TX,MORTGAGE
,,PA,RENT
partner,10.0,CA,RENT
director of marketing,2.0,CA,RENT
sales,3.0,ND,MORTGAGE
forge fabrucator,4.0,MI,OWN
chef,2.0,CA,RENT
asst teacher,10.0,CA,RENT
driver,3.0,CT,RENT
chief operations officer,5.0,AL,MORTGAGE
customer service rep,2.0,NY,RENT
,,CA,OWN
assistant store manager,10.0,FL,MORTGAGE
registered nurse / director of nursing,8.0,NY,OWN
owner ,10.0,CA,OWN
senior loan officer,1.0,CA,RENT
,,LA,OWN
operations manager,6.0,NV,RENT
sandwich maker,1.0,IL,RENT
title clerk,10.0,GA,MORTGAGE
owner ,10.0,PA,MORTGAGE
coordinator of fire services,7.0,TX,MORTGAGE
logistics ,4.0,CA,RENT
teacher,9.0,KS,MORTGAGE
regional manager,6.0,PA,RENT
welder,10.0,LA,MORTGAGE
sales,0.0,TX,RENT
technician,4.0,VA,RENT
,,GA,RENT
director of finance,4.0,TX,RENT
parts counter,10.0,CO,MORTGAGE
engineer,8.0,MA,OWN
talent development consultant,9.0,IL,MORTGAGE
hs teacher/ college professor,10.0,FL,MORTGAGE
cashier,1.0,TN,RENT
corrections officer,2.0,NY,RENT
warehouse associate ,10.0,RI,MORTGAGE
fire captain,10.0,NV,MORTGAGE
engineer,10.0,AL,MORTGAGE
electrician,2.0,PA,MORTGAGE
mechanic,8.0,CA,OWN
,,FL,MORTGAGE
director,10.0,NY,OWN
security officer,10.0,NY,RENT
driver,10.0,NY,RENT
dispatch manager,1.0,AZ,MORTGAGE
office manager,5.0,NH,RENT
corrections officer ,3.0,VA,RENT
register nurse,2.0,CA,MORTGAGE
rental navigator,2.0,SC,MORTGAGE
apprentice lineman,3.0,CO,RENT
sales and marketing manager,0.0,MA,RENT
department executive one,9.0,MI,MORTGAGE
kitchen ,10.0,AR,RENT
civil servant,10.0,OH,MORTGAGE
,,FL,OWN
,,OH,MORTGAGE
system administrator,2.0,MD,RENT
mechanic ,3.0,GA,RENT
patient services,0.0,CA,OWN
teacher,7.0,SC,MORTGAGE
,,TN,OWN
,,WV,OWN
relationship manager,2.0,MN,MORTGAGE
team manager,8.0,AZ,RENT
cnc programer,0.0,IN,RENT
corrections officer,2.0,FL,RENT
principal,10.0,MN,RENT
,,TX,MORTGAGE
sales consultant,4.0,SC,MORTGAGE
sr business analyst,0.0,OH,RENT
president,10.0,NY,MORTGAGE
program leader,0.0,CA,RENT
